molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL2325235,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncc(C(F)(F)F)cn2)cc1C#N,inactive,534.907,5.0140800000000025,1.0,8.0,4.292400020401454
CHEMBL2325234,O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccn(Cc3ccc(Cl)cc3)n2)c(F)c1,inactive,483.90900000000016,4.307600000000002,1.0,8.0,4.410099971362033
CHEMBL2325233,Cn1ncc(-c2ccccc2)c1Oc1ccc(S(=O)(=O)Nc2ncc(Cl)s2)cc1C#N,inactive,471.9510000000002,4.661780000000003,1.0,8.0,4.412200053005894
CHEMBL2325232,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(OCc3ccccc3)c(F)c2)c(F)c1,inactive,474.51000000000016,5.593400000000003,1.0,6.0,4.427699975516161
CHEMBL2325231,Cn1nc(-c2ccccc2)cc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,438.4940000000001,3.403380000000001,1.0,9.0,4.42959998052615
CHEMBL2324989,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cc(C2CC2)nn1CC(F)(F)F,inactive,469.47000000000025,4.244080000000002,1.0,8.0,4.433599987209151
CHEMBL2324988,CN1C(=O)CCC1c1ccccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,455.5210000000001,3.296180000000001,1.0,8.0,4.44270000959604
CHEMBL2324987,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(C#N)cn2)cc1C#N,inactive,490.9320000000002,4.471960000000004,1.0,8.0,4.443700032624579
CHEMBL2324986,N#Cc1cc(S(=O)(=O)Nc2cnc(Cl)nc2)ccc1Oc1ccccc1-c1ccccc1,inactive,462.9180000000002,5.261780000000004,1.0,6.0,4.443700032624579
CHEMBL2324985,CCc1ccc(-c2ncccc2Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)cc1,inactive,463.54400000000015,4.627280000000003,1.0,8.0,4.444699945330358
CHEMBL2324984,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cn3)cc2C#N)cc1,inactive,581.498,6.467380000000004,1.0,7.0,4.468500007413393
CHEMBL2324983,Cc1snnc1NS(=O)(=O)c1ccc(Oc2ccccc2-c2ccccc2)c(C#N)c1,inactive,448.52900000000017,4.978300000000004,1.0,7.0,4.471899975378544
CHEMBL2324982,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccc(-c2cc[nH]n2)cc1F,inactive,441.46900000000016,4.137080000000002,2.0,7.0,4.481600044479299
CHEMBL2324981,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(-c3cocn3)cc2)c(F)c1,inactive,417.4430000000001,4.530300000000002,1.0,7.0,4.4905000273292
CHEMBL2324980,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ccc(C(F)(F)F)cn2)cc1C#N,inactive,533.9190000000001,5.619080000000004,1.0,7.0,4.508600061916277
CHEMBL2324979,Cc1cccc(-c2cccc(OC(F)(F)F)c2)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,532.5250000000001,5.876900000000003,1.0,8.0,4.510000060783275
CHEMBL2324978,COc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1-n1cnc(C)c1,inactive,479.49300000000017,4.188200000000002,1.0,8.0,4.522900026231339
CHEMBL2324977,Cc1nc(-c2ccccc2Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cs1,inactive,466.51900000000006,5.117400000000003,1.0,7.0,4.522900026231339
CHEMBL2324976,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(CN2CCC2)c(F)c1,inactive,456.47400000000033,4.030280000000003,1.0,6.0,4.522900026231339
CHEMBL2325266,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cncnc2)cc1C#N,inactive,466.91000000000014,3.995280000000003,1.0,8.0,4.522900026231339
CHEMBL2325265,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(CN2CCC2)cc1F,inactive,445.5010000000003,3.347680000000002,1.0,8.0,4.590099999222987
CHEMBL2325264,Cc1ccc(-c2ncccc2Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)cc1,inactive,449.51700000000017,4.373300000000003,1.0,8.0,4.593600008605065
CHEMBL2325263,N#Cc1ccc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)nc1,inactive,452.4950000000001,5.085060000000004,1.0,6.0,4.602099948258345
CHEMBL2325262,N#Cc1cc(S(=O)(=O)Nc2cnsc2)ccc1Oc1ccccc1-c1ccccc1,inactive,433.5140000000002,5.274880000000003,1.0,6.0,4.603100068157071
CHEMBL2325261,Cc1nn(Cc2ccccc2)cc1-c1ccccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1F,inactive,521.5990000000002,5.490520000000004,1.0,8.0,4.611399930723218
CHEMBL2325260,N#Cc1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cn2)ccc1Oc1ccccc1-c1ccccc1,inactive,495.4820000000002,6.232180000000004,1.0,5.0,4.619799977707428
CHEMBL2325259,N#Cc1cc(S(=O)(=O)Nc2ncccc2F)ccc1Oc1ccccc1-c1ccccc1,inactive,445.4750000000002,5.352480000000004,1.0,5.0,4.619799977707428
CHEMBL2325258,Cn1nccc1-c1cc(F)cc(F)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,474.4740000000001,3.681580000000002,1.0,9.0,4.630199908548964
CHEMBL2325257,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(CN3CCC3)c(F)c2)c(F)c1,inactive,437.4930000000002,4.220100000000003,1.0,6.0,4.638999933443835
CHEMBL2325256,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncc(C#N)cn2)cc1C#N,inactive,491.9200000000002,3.8669600000000015,1.0,9.0,4.6576000215281645
CHEMBL2325255,Cc1cccc(-c2ccccc2F)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,466.5190000000001,5.117400000000003,1.0,7.0,4.663500040737521
CHEMBL2325254,N#Cc1cc(S(=O)(=O)Nc2ncc[nH]2)ccc1Oc1ccccc1-c1ccccc1,inactive,416.46200000000016,4.541480000000003,2.0,5.0,4.715999938779408
CHEMBL2325253,Cc1nn(C)c(C)c1Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2F)cc1,inactive,472.5670000000001,4.816440000000004,1.0,7.0,4.734000098669827
CHEMBL2325252,N#Cc1cc(S(=O)(=O)Nc2nccc(C(F)(F)F)n2)ccc1Oc1ccccc1-c1ccccc1,inactive,496.4700000000002,5.627180000000004,1.0,6.0,4.744699990450472
CHEMBL2325251,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3cc(C#N)ccn3)cc2C#N)cc1,inactive,538.5110000000002,5.320260000000005,1.0,8.0,4.744699990450472
CHEMBL2325250,O=S(=O)(Nc1nccs1)c1ccc(Oc2cccc(OCc3ccccc3)c2)c(F)c1,inactive,456.52000000000015,5.454300000000003,1.0,6.0,4.7528000733603815
CHEMBL2325249,CCc1nnc(C)n1-c1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2F)cc1,inactive,459.5280000000001,4.326820000000003,1.0,8.0,4.76249999510059
CHEMBL2325248,COc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccn(Cc2ccc(Cl)cc2)n1,inactive,477.9550000000002,4.038000000000003,1.0,9.0,4.78170008596997
CHEMBL2325247,Cc1cccc(-c2cc(F)ccc2F)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,484.5090000000001,5.256500000000003,1.0,7.0,4.790200106668641
CHEMBL2325246,O=S(=O)(Nc1ncns1)c1ccc(Oc2ccccc2-c2ccccc2)cc1C(F)(F)F,inactive,477.4890000000001,5.817000000000003,1.0,6.0,4.799100003910345
CHEMBL2325245,Cc1cccc(-c2cccc(F)c2)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,466.5190000000001,5.117400000000003,1.0,7.0,4.808800021037388
CHEMBL2325244,CC(C)(C)n1ccc(-c2cc(F)ccc2Oc2ccc(S(=O)(=O)Nc3nccs3)c(F)c2)n1,inactive,490.5570000000001,5.632900000000004,1.0,7.0,4.812199897726584
CHEMBL2325243,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(Oc3ccc(F)cc3)cc2)c(F)c1,inactive,460.4830000000001,5.806700000000004,1.0,6.0,4.822200117585071
CHEMBL2325242,Cc1scnc1NS(=O)(=O)c1ccc(Oc2ccccc2-c2ccccc2)c(C#N)c1,inactive,447.5410000000001,5.583300000000004,1.0,6.0,4.8239000551415385
CHEMBL2325241,N#Cc1ccnc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,453.4830000000001,4.480060000000004,1.0,7.0,4.8239000551415385
CHEMBL2325240,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3ncccc3Cl)cc2C#N)cc1,inactive,547.9460000000001,6.101980000000004,1.0,7.0,4.8239000551415385
CHEMBL2325239,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3ncccc3F)cc2C#N)cc1,inactive,531.4910000000002,5.587680000000004,1.0,7.0,4.853899884150174
CHEMBL2325238,Cc1cc(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3-c3ccnn3C)c(C#N)c2)no1,inactive,469.9100000000002,4.501700000000004,1.0,8.0,4.853899884150174
CHEMBL2325237,O=S(=O)(Nc1nccs1)c1ccc(Oc2ncncc2-c2ccccc2)c(F)c1,inactive,428.4700000000001,4.332300000000002,1.0,7.0,4.855999938571336
CHEMBL2325539,Cn1ccnc1NS(=O)(=O)c1ccc(Oc2ccccc2-c2ccccc2)c(C#N)c1,inactive,430.48900000000015,4.551880000000003,1.0,6.0,4.890799896189921
CHEMBL2325538,Cc1cccc(-c2ccc(F)cc2F)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,484.5090000000001,5.256500000000003,1.0,7.0,4.895899897273235
CHEMBL2325537,COc1nsc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,464.5280000000001,4.678480000000003,1.0,8.0,4.901700039220702
CHEMBL2325536,CNc1ncc(Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)c(-c2ccc(F)cc2)n1,inactive,483.51000000000016,3.6406800000000015,2.0,10.0,4.902699991988937
CHEMBL2325292,Cn1nccc1-c1cc(Cl)cc(Cl)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,inactive,507.3840000000001,4.710180000000003,1.0,9.0,4.904500082704388
CHEMBL2325291,N#Cc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)s1,inactive,458.5240000000001,5.146560000000004,1.0,7.0,4.913299986588711
CHEMBL2325290,COc1ccc(-n2cc(Oc3ccc(S(=O)(=O)Nc4ncns4)cc3C#N)c(C(C)C)n2)cc1,inactive,496.5740000000002,4.320580000000002,1.0,10.0,4.913299986588711
CHEMBL2325289,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccccc2-c2ccccn2)c(F)c1,inactive,427.4820000000001,4.937300000000002,1.0,6.0,4.916499888478439
CHEMBL2325288,N#Cc1cc(S(=O)(=O)Nc2ncc(Cl)cn2)ccc1Oc1ccccc1-c1ccccc1,inactive,462.9180000000002,5.261780000000004,1.0,6.0,4.920799934932568
CHEMBL2325287,N#Cc1cccc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,452.4950000000001,5.085060000000004,1.0,6.0,4.920799934932568
CHEMBL2325286,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncsc2Cl)cc1C#N,inactive,506.3960000000001,5.3151800000000025,1.0,8.0,4.920799934932568
CHEMBL2325285,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccccc2C2CCCCO2)c(F)c1,inactive,434.5140000000002,5.116900000000003,1.0,6.0,4.935900076897069
CHEMBL2325284,O=S(=O)(Nc1nccs1)c1ccc(Oc2cccc(Oc3ccccc3)c2)c(F)c1,inactive,442.4930000000001,5.667600000000003,1.0,6.0,4.9397000045044255
CHEMBL2325283,N#Cc1cc(S(=O)(=O)Nc2cscn2)ccc1Oc1cccc(Cc2cc[nH]n2)c1,inactive,437.5060000000002,3.921780000000002,2.0,7.0,4.958599813456417
CHEMBL2325282,Cc1cnsc1-c1ccccc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,inactive,466.5190000000002,5.117400000000004,1.0,7.0,4.958599813456417
CHEMBL2325281,N#Cc1cc(S(=O)(=O)Nc2ncn[nH]2)ccc1Oc1ccccc1-c1ccccc1,inactive,417.45000000000016,3.936480000000001,2.0,6.0,4.958599813456417
CHEMBL2325280,Cc1ccnc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,442.5000000000001,4.916800000000004,1.0,6.0,4.958599813456417
CHEMBL2325279,COc1ccc(-c2cccc(C)c2Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)cc1F,inactive,496.5450000000001,5.126000000000003,1.0,8.0,4.963800022505828
CHEMBL2325278,CC(C)(C)n1ccc(-c2c(F)cccc2Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)n1,inactive,498.56500000000017,4.760480000000004,1.0,9.0,5.0
CHEMBL2325277,Cc1cc(-c2ccccc2Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)sn1,inactive,466.5190000000001,5.117400000000003,1.0,7.0,5.0
CHEMBL2325276,N#Cc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)nc1,inactive,453.4830000000001,4.480060000000004,1.0,7.0,5.0
CHEMBL2325275,Cc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)nc1,inactive,442.5000000000001,4.916800000000004,1.0,6.0,5.0
CHEMBL2325274,Cc1cncnc1NS(=O)(=O)c1ccc(Oc2ccccc2-c2ccccc2)c(C#N)c1,inactive,442.5000000000001,4.916800000000004,1.0,6.0,5.0
CHEMBL2325273,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(C#N)cn3)cc2C#N)cc1,inactive,538.5110000000002,5.320260000000005,1.0,8.0,5.0
CHEMBL2325272,O=S(=O)(Nc1cscn1)c1ccc(Oc2cc(C(F)(F)F)nn2-c2ccccc2)c(F)c1,inactive,484.4560000000001,5.079800000000002,1.0,7.0,5.0
CHEMBL2325271,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cc(C2CC2)nn1-c1ccccn1,inactive,464.53200000000027,4.065980000000002,1.0,9.0,5.0
CHEMBL2325270,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccccc1-c1nncn1-c1ccccc1,inactive,500.5650000000002,4.855580000000003,1.0,9.0,5.0
CHEMBL2325269,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccccc1-c1ccno1,inactive,424.4630000000002,4.262880000000003,1.0,8.0,5.0
CHEMBL2325268,Cc1cc(Oc2ccc(S(=O)(=O)Nc3ncc(Cl)s3)cc2C#N)n(C2CCCCC2)n1,inactive,477.9990000000003,5.271400000000003,1.0,8.0,5.0
CHEMBL2325267,O=S(=O)(Nc1nccs1)c1ccc(Oc2ccc(Oc3ccccc3)cc2)c(F)c1,inactive,442.4930000000001,5.667600000000004,1.0,6.0,5.0
CHEMBL2325567,N#Cc1cc(S(=O)(=O)Nc2cc(C(F)(F)F)ncn2)ccc1Oc1ccccc1-c1ccccc1,inactive,496.47000000000014,5.627180000000004,1.0,6.0,5.0
CHEMBL2325566,N#Cc1cc(S(=O)(=O)Nc2ccccc2)ccc1Oc1ccccc1-c1ccccc1,inactive,426.4970000000002,5.818380000000005,1.0,4.0,5.0
CHEMBL2325565,CC(C)c1nsc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,476.5830000000002,5.793280000000005,1.0,7.0,5.0
CHEMBL2325564,N#Cc1cc(S(=O)(=O)Nc2ncco2)ccc1Oc1ccccc1-c1ccccc1,inactive,417.44600000000014,4.806380000000003,1.0,6.0,5.0
CHEMBL2325563,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccccc1Oc1ccccc1C(N)=O,inactive,493.5260000000003,3.8940800000000015,2.0,9.0,5.0
CHEMBL2325562,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1nnccc1-c1ccccc1,inactive,436.4780000000002,3.459880000000002,1.0,9.0,5.0
CHEMBL2325561,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1nccnc1-c1ccccc1,inactive,436.4780000000002,3.459880000000002,1.0,9.0,5.0
CHEMBL2325560,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1cnc(N)nc1-c1ccc(Cl)cc1,inactive,485.9380000000002,3.6954800000000017,2.0,10.0,5.0
CHEMBL2325559,CCc1nsc(NS(=O)(=O)c2ccc(Oc3ccccc3-c3ccccc3)c(C#N)c2)n1,inactive,462.55600000000015,5.232280000000004,1.0,7.0,5.0
CHEMBL2325558,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccc(-c2cnn(CC(F)(F)F)c2N)cc1,inactive,520.5180000000003,4.615880000000002,2.0,9.0,5.0
CHEMBL2325557,N#Cc1cc(S(=O)(=O)Nc2cnoc2)ccc1Oc1ccccc1-c1ccccc1,inactive,417.44600000000014,4.806380000000003,1.0,6.0,5.0
CHEMBL2325556,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cccnc2)cc1C#N,inactive,465.92200000000014,4.600280000000004,1.0,7.0,5.0
CHEMBL2325555,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cc[nH]n2)cc1C#N,inactive,454.8990000000001,3.9283800000000015,2.0,7.0,5.0
CHEMBL2325554,COc1nccnc1NS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2-c2ccnn2C)c(C#N)c1,inactive,496.93600000000015,4.003880000000002,1.0,9.0,5.0
CHEMBL2325553,Cc1nonc1NS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2-c2ccnn2C)c(C#N)c1,inactive,470.89800000000014,3.8967000000000014,1.0,9.0,5.0
CHEMBL2325552,Cn1nccc1NS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2-c2ccnn2C)c(C#N)c1,inactive,468.92600000000016,3.938780000000003,1.0,8.0,5.0
CHEMBL2325551,Cc1cnc(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3-c3ccnn3C)c(C#N)c2)cn1,inactive,480.9370000000002,4.303700000000004,1.0,8.0,5.0
CHEMBL2325550,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cccc(-c2ccn[nH]2)c1,intermediate,423.47900000000016,3.997980000000002,2.0,7.0,5.004399901324074
CHEMBL2325549,N#Cc1cnn(-c2ccc(Oc3ccc(S(=O)(=O)Nc4nccs4)cc3C#N)cc2)c1,intermediate,448.4890000000001,3.6652600000000017,1.0,9.0,5.0223001672702585
CHEMBL2325548,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cc(-c2ccccc2F)nn1CC(F)(F)F,intermediate,523.4930000000003,5.172780000000002,1.0,8.0,5.025900230301406
CHEMBL2325547,Cc1cc(CN2CCCC2)cc(C)c1Oc1ccc(S(=O)(=O)Nc2nccs2)cc1F,intermediate,461.5840000000001,5.087940000000005,1.0,6.0,5.036199899288166
CHEMBL2325546,Cc1nc(-c2ccccc2Oc2ccc(S(=O)(=O)Nc3nccs3)cc2F)cs1,intermediate,447.538,5.307220000000002,1.0,7.0,5.036700083799117
CHEMBL2325545,CC(C)(C)n1ccc(-c2ccc(Oc3ccc(S(=O)(=O)Nc4nccs4)cc3C#N)c(F)c2)n1,intermediate,497.57700000000017,5.365480000000004,1.0,8.0,5.037599881188339
CHEMBL2325544,Cn1ccc(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3-c3ccnn3C)c(C#N)c2)n1,intermediate,468.9260000000002,3.938780000000003,1.0,8.0,5.045799956986187
CHEMBL2325543,Cc1ccnn1-c1cc(F)ccc1Oc1ccc(S(=O)(=O)Nc2nccs2)cc1C#N,intermediate,455.49600000000015,4.241100000000002,1.0,8.0,5.052099882647638
CHEMBL2325542,CC(C)(C)n1ccc(Cc2cccc(Oc3ccc(S(=O)(=O)Nc4cscn4)cc3C#N)c2)n1,intermediate,493.61400000000015,5.150180000000005,1.0,8.0,5.060500216191081
CHEMBL2325541,CCNC(=O)c1ccc(-c2cccc(Oc3ccc(S(=O)(=O)Nc4ccc(F)cn4)cc3C#N)c2)cc1,intermediate,516.5540000000002,5.102180000000004,2.0,6.0,5.065500033778324
CHEMBL2325540,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cc(-c2ccccc2)nn1CC(F)(F)F,intermediate,505.5030000000002,5.033680000000003,1.0,8.0,5.112899998077059
CHEMBL2325817,NC(=O)c1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1ccc(-c2cc(C(F)(F)F)n[nH]2)cc1,intermediate,509.49100000000016,4.244000000000001,3.0,7.0,5.12610014396182
CHEMBL2325816,CN1CCC(c2cccc(Oc3ccc(S(=O)(=O)Nc4ccc(F)cn4)cc3C#N)c2)CC1,intermediate,466.5380000000002,4.494680000000003,1.0,6.0,5.136699747577985
CHEMBL2325815,Cn1ccc(-c2cc(F)ccc2Oc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)n1,intermediate,482.9210000000001,5.0683000000000025,1.0,7.0,5.136699747577985
CHEMBL2325814,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccc(F)cc1C1CC1,intermediate,427.4320000000002,4.7019800000000025,1.0,5.0,5.148700058871558
CHEMBL2325595,N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cccc(-c2cccc(N)n2)c1,intermediate,449.5170000000002,4.252080000000003,2.0,8.0,5.1612000061966645
CHEMBL2325594,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1-c1nnco1,intermediate,437.4120000000002,3.7354800000000017,1.0,8.0,5.1612000061966645
CHEMBL2325593,Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2F)c(-c2ccn(C)n2)c1,intermediate,444.51300000000015,4.584220000000004,1.0,7.0,5.191099971094498
CHEMBL2325592,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cnccn2)cc1C#N,intermediate,466.91000000000014,3.995280000000003,1.0,8.0,5.200700124473929
CHEMBL2325591,CCOc1nnc(NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3-c3ccnn3C)c(C#N)c2)s1,intermediate,516.9920000000002,4.455480000000002,1.0,10.0,5.207599904883441
CHEMBL2325590,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncc(Cl)cn2)cc1C#N,intermediate,501.3550000000001,4.648680000000002,1.0,8.0,5.2218002561067145
CHEMBL2325589,Cc1cccc(-c2ccc(F)c(F)c2)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,intermediate,484.5090000000001,5.256500000000003,1.0,7.0,5.226899902166321
CHEMBL2325588,Cc1cccc(-c2ccc(OC(F)(F)F)cc2)c1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,intermediate,532.5250000000001,5.876900000000003,1.0,8.0,5.241100213540282
CHEMBL2325587,N#Cc1cc(S(=O)(=O)Nc2cnsn2)ccc1Oc1ccccc1-c1ccccc1,intermediate,434.5020000000002,4.669880000000003,1.0,7.0,5.245699836947127
CHEMBL2325586,COc1cc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)ccc1-n1ccnc1C,intermediate,479.49300000000017,4.188200000000003,1.0,8.0,5.259600199653835
CHEMBL2325585,N#Cc1cc(S(=O)(=O)Nc2cscn2)ccc1Oc1ccc(Cl)cc1-c1ccn(C2CCNCC2)n1,intermediate,541.0580000000001,5.049280000000004,2.0,9.0,5.267599806232366
CHEMBL2325584,COc1cc(-c2cc(F)ccc2Oc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)n(C)n1,intermediate,512.9470000000001,5.076900000000003,1.0,8.0,5.292400020401453
CHEMBL2325583,Cc1cn(Cc2ccccc2)nc1Oc1ccc(S(=O)(=O)Nc2ncc(Cl)s2)cc1C#N,intermediate,485.9780000000001,4.814500000000003,1.0,8.0,5.300999596114219
CHEMBL2325582,CCn1nc(C(F)(F)F)cc1-c1ccc(Oc2ccc(S(=O)(=O)Nc3ncc(F)cc3F)cc2C#N)cc1,intermediate,549.4810000000001,5.726780000000003,1.0,7.0,5.30980037472488
CHEMBL2325581,N#Cc1cc(S(=O)(=O)Nc2ccc(F)cn2)ccc1Oc1ccccc1-c1ccccc1,intermediate,445.4750000000002,5.352480000000004,1.0,5.0,5.318800384506676
CHEMBL2325580,N#Cc1cc(S(=O)(=O)Nc2ncsn2)ccc1Oc1ccccc1-c1ccccc1,intermediate,434.5020000000002,4.669880000000003,1.0,7.0,5.337199685066626
CHEMBL2325579,Cc1noc(C)c1Cc1ccc(Oc2ccc(S(=O)(=O)Nc3nccs3)cc2F)cc1,intermediate,459.5240000000001,5.070940000000004,1.0,7.0,5.342900145966338
CHEMBL2325578,N#Cc1cc(S(=O)(=O)Nc2ncc(F)cn2)ccc1Oc1ccccc1-c1ccccc1,intermediate,446.4630000000002,4.747480000000003,1.0,6.0,5.366500235946777
CHEMBL2325577,CN(C)c1ncc(Oc2ccc(S(=O)(=O)Nc3ncns3)cc2C#N)c(-c2ccccc2F)n1,intermediate,497.53700000000015,3.6649800000000017,1.0,10.0,5.366500235946777
CHEMBL2325576,N#Cc1cc(S(=O)(=O)Nc2ccon2)ccc1Oc1ccccc1-c1ccccc1,intermediate,417.44600000000014,4.806380000000003,1.0,6.0,5.369599587086812
CHEMBL2325575,CC(C)c1nn(-c2ccccc2Cl)cc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,intermediate,500.99300000000017,4.965380000000003,1.0,9.0,5.374699898820037
CHEMBL2325574,N#Cc1cc(S(=O)(=O)Nc2ccncn2)ccc1Oc1ccccc1-c1ccccc1,intermediate,428.4730000000002,4.608380000000003,1.0,6.0,5.380900405555709
CHEMBL2325573,CCn1nc(-c2ccc(Oc3ccc(S(=O)(=O)Nc4ncc(F)s4)cc3C#N)c(F)c2)cc1C(F)(F)F,intermediate,555.5100000000002,5.788280000000003,1.0,8.0,5.397899838290313
CHEMBL2325572,Cc1n[nH]c(C)c1-c1ccccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,intermediate,452.5210000000001,4.009820000000002,2.0,8.0,5.40009946920259
CHEMBL2325571,Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2cnsn2)cc1C#N,intermediate,472.93900000000014,4.0567800000000025,1.0,9.0,5.408899760016317
